Activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,0.600000029345471,0.113888891307548,0.769444450111609,0.0311541277915239,0.0424551330506802,0.157297804951668
0,0.591666678045946,0.108333335930496,0.779166693294388,0.0448985956609249,0.0842994004487991,0.125532805919647
0,0.565277780887976,0.0972222251763917,0.777777801411134,0.156076073646545,0.0314595587551594,-0.0201585534960032
0,0.565277780887976,0.0972222251763917,0.777777801411134,0.156076073646545,0.0314595587551594,-0.0201585534960032
0,0.550000018796039,0.102777780553444,0.823611136310804,0.113620936870575,0.0534507073462009,-0.0488692186772823
0,0.54027777561326,0.0972222251763917,0.827777811960566,0.0140499006956816,0.0152716310694814,-0.109650313854218
0,0.536111148587356,0.0986111170596459,0.833333379493583,-0.0540615729987621,-0.0836885422468185,-0.171958565711975
0,0.545833343146276,0.101388894748172,0.836111163260091,-0.0387899428606033,-0.0794124826788902,-0.2165517359972
0,0.555555586329055,0.108333335930496,0.819444460661041,-0.0326812900602817,-0.0888808965682983,-0.266031801700592
0,0.569444456537738,0.115277783190802,0.808333374218867,-0.0885754600167274,-0.0665843114256859,-0.28008171916008
0,0.625000034620187,0.134722233088466,0.779166693294388,-0.102319926023483,-0.0146607663482428,-0.226020142436027
0,0.643055580478633,0.13750000469901,0.779166693294388,-0.0620028227567673,0.0974330082535744,-0.148134827613831
0,0.643055580478633,0.13750000469901,0.779166693294388,-0.0467311926186085,0.12705996632576,-0.0546724386513233
0,0.643055580478633,0.13750000469901,0.779166693294388,-0.0726929605007172,0.0513126812875271,-0.0161879286170006
0,0.643055580478633,0.13750000469901,0.779166693294388,-0.015577063895762,0.0824668109416962,0.0125227374956012
0,0.643055580478633,0.13750000469901,0.779166693294388,0.00152716308366507,0.0711658000946045,0.0607810914516449
0,0.659722234453824,0.156944454596674,0.798611131036088,-0.0140499006956816,0.0253509078174829,0.146913096308708
0,0.65833334257057,0.156944454596674,0.813888941751883,-0.00641408516094089,0.021685715764761,0.226325571537018
0,0.654166666920807,0.161111118090472,0.805555590452358,0.0250454749912024,0.0213802829384804,0.300545692443848
0,0.625000034620187,0.140277788465518,0.795833347269579,0.0366519130766392,0.0745255574584007,0.284357786178589
0,0.597222245578963,0.118055554801345,0.795833347269579,0.0357356183230877,0.148440256714821,0.229685336351395
0,0.575000024070755,0.104166672436698,0.798611131036088,0.00519235478714108,0.05283984541893,0.177150920033455
0,0.545833343146276,0.0944444474878658,0.808333374218867,0.0226020142436027,-0.0250454749912024,0.0842994004487991
0,0.529166689171085,0.0833333367337618,0.808333374218867,0.0351247526705265,-0.0870482996106148,-0.0638354197144508
0,0.525000013521323,0.0750000036681839,0.801388914802596,0.0109955742955208,-0.0696386396884918,-0.142942473292351
0,0.558333370095563,0.102777780553444,0.806944482335612,-0.0106901414692402,-0.137750118970871,-0.233350530266762
0,0.558333370095563,0.102777780553444,0.806944482335612,-0.0106901414692402,-0.137750118970871,-0.233350530266762
0,0.597222245578963,0.118055554801345,0.804166698569104,-0.00519235478714108,-0.159435823559761,-0.211664810776711
0,0.636111121062362,0.136111112815755,0.793055563503071,-0.00702495034784079,-0.0354301854968071,-0.115148097276688
0,0.670833369519857,0.144444451959316,0.791666671619817,-0.00916297826915979,0.0287106670439243,0.00183259579353034
0,0.663888910103586,0.138888896582264,0.781944477060896,-0.02382374368608,0.0210748501121998,0.11636982858181
0,0.644444472361887,0.133333341205212,0.775000017644626,-0.0192422550171614,0.0629191175103188,0.172569438815117
0,0.630555602153203,0.125000002061652,0.781944477060896,-0.0180205255746841,0.10598511993885,0.170431405305862
0,0.598611137462217,0.10972222781375,0.791666671619817,0.0256563406437635,0.0653625801205635,0.141109868884087
0,0.562499997121468,0.0944444474878658,0.811111157985375,0.0675006061792374,-0.00549778714776039,0.0736092627048492
0,0.53750004047061,0.0819444448505077,0.833333379493583,0.0262672062963247,-0.0455094613134861,-0.0201585534960032
0,0.515277818962402,0.0736111117849297,0.818055568777787,-0.0329867228865623,-0.0794124826788902,-0.140804439783096
0,0.509722251429385,0.0666666706026059,0.825000028194058,-0.0033597587607801,-0.129503428936005,-0.311235845088959
0,0.523611121638068,0.0833333367337618,0.82222224442755,-0.000305432622553781,-0.161268427968025,-0.401338458061218
0,0.545833343146276,0.0916666697993398,0.818055568777787,-0.0708603709936142,-0.182954147458077,-0.441044718027115
0,0.584722267253534,0.1194444466846,0.793055563503071,-0.120340451598167,-0.133779495954514,-0.427300244569778
0,0.670833369519857,0.150000007336368,0.78333336894415,-0.148440256714821,-0.0128281703218818,-0.238542884588242
0,0.725000007095193,0.175000000455119,0.751388904253164,-0.124005645513535,0.0045814891345799,0.0778853222727776
0,0.702777785586986,0.161111118090472,0.736111142161226,-0.0678060427308083,0.0784961804747581,0.251981914043427
0,0.645833364245141,0.120833338567854,0.723611115211939,-0.0387899428606033,0.186619326472282,0.171958565711975
0,0.575000024070755,0.0819444448505077,0.775000017644626,0.0546724386513233,0.23823744058609,0.0226020142436027
0,0.470833327322128,0.0430555572111439,0.877777822509998,0.207694187760353,0.140193566679955,-0.191200822591782
0,0.400000011459671,0.033333335301303,0.947222222177272,0.182037845253944,-0.412028610706329,-0.656069278717041
0,0.400000011459671,0.033333335301303,0.947222222177272,-0.150883719325066,-0.639270484447479,-0.950506329536438
0,0.42916666807222,0.0638888929140799,0.969444492309338,-0.53328537940979,-0.504269242286682,-1.17255580425262
0,0.488888921804431,0.108333335930496,0.922222265526414,-0.756251156330109,-0.26969701051712,-1.24463796615601
0,0.647222256128395,0.180555567988136,0.825000028194058,-0.676227807998657,-0.310014098882675,-0.616668462753296
0,0.880555606276507,0.236111109602691,0.569444456537738,0.200363799929619,-0.0507018156349659,0.324980318546295
0,0.901388887277602,0.243055569018962,0.493055597454194,1.06321096420288,0.341168224811554,0.966694235801697
0,0.901388887277602,0.243055569018962,0.493055597454194,0.874148190021515,0.423329621553421,1.03419482707977
0,0.752777796136418,0.208333344873396,0.584722267253534,0.325285732746124,1.25196826457977,0.738841533660889
0,0.562499997121468,0.120833338567854,0.784722260827405,0.294437050819397,1.05160450935364,0.207083314657211
0,0.351388892793493,0.0680555564078778,0.936111184358955,0.253203630447388,0.0632245540618896,-0.341473668813705
0,0.277777793164528,0.0486111125881959,1.04305556762637,0.0659734457731247,-0.521373510360718,-0.797179162502289
0,0.298611122789481,0.0722222259796579,1.06805562152495,-0.484110713005066,-0.446847915649414,-1.18538403511047
0,0.352777784676747,0.104166672436698,1.01666671909226,-0.89308500289917,-0.120035022497177,-1.40865528583527
0,0.490277813687686,0.158333334323963,0.931944508709193,-1.18660569190979,0.278249114751816,-1.30419731140137
0,0.615277791437408,0.188888894975731,0.805555590452358,-1.18599486351013,0.168598800897598,-0.846353769302368
0,0.666666693870094,0.188888894975731,0.716666704419527,-0.718072116374969,0.0815505087375641,-0.613614141941071
0,0.648611148011649,0.156944454596674,0.702777785586986,-0.206472456455231,-0.0113010071218014,-0.608727216720581
0,0.640277796712124,0.161111118090472,0.734722250277972,-0.0629191175103188,-0.0189368221908808,-0.632245540618896
